sku,product_name,dsc_product_brand_name,dsc_image_url,bi_category_one,bi_category_two,bi_category_three
FA113AA07JCF3NAFAMZ,Men's Shirt Stylish Slim Fit Button Down Long Sleeve Floral Shirt-CS43,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/12/659871/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840MW00VRQINAFAMZ,T Shirts Men V Neck T-Shirt Brand Cotton Mens Patchwork tshirt  Size Man Tees Tops M40(#Gray),Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/01/482282/1.jpg,Men's clothing,T-shirts,Short sleeves
VI423AA1HTWCONAFAMZ,V - Neck T-shirt- Red,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/90/4146/1.jpg,Men's clothing,T-shirts,Short sleeves
25191MW1J44U4NAFAMZ,HII MWAKA HAITAKI MAKASIRIKO BLACK TSHIRT,254redink,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/92/571772/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA12R3BRNAFAMZ,New Stylish Casual Men's Summer Wear Dragon Head Printing T-shirt,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/65/089431/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA1LQSQUNAFAMZ,Jesus Is My Savior Not My Religion Christian Religious God Mens O-Neck T Shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/96/988422/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA1IJSV9NAFAMZ,Long Sleeved Floral Men's Slim Fit Shirt CS43 - Black&Gold,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/91/623141/1.jpg,Men's clothing,T-shirts,Short sleeves
WI197AA0S0U20NAFAMZ,Fitting V-Neck T-Shirt - White,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/47/0682/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840MW1CSS3UNAFAMZ,I'm Kenyan Tshirt,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/81/964362/1.jpg,Men's clothing,T-shirts,Short sleeves
SH924AA0TA0R4NAFAMZ,Sky Blue Men's T-Shirt With Striped Collar,Shaphir,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/49/1764/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0641KQNAFAMZ,"Three 3 pack plain tshirts blue, black, grey",Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/10/266362/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW09KLIYNAFAMZ,Black is Global T-shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/16/077562/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA1LUC8UNAFAMZ,Two pack V-neck tshirts white and black,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/97/153662/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW1FQ4P6NAFAMZ,Black Reggae Custom Tshirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/86/879562/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0Y63PNNAFAMZ,King & Queen Branded Couple's Matching T-Shirts – White,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/57/391691/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA144H3INAFAMZ,Navy Seals T shirt US Marine Army Logo Uniform Special Forces Mens Top XS-3XL,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/67/393422/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA0889MANAFAMZ,Kenya Handprint Tshirt,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/13/822642/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0MHOVRNAFAMZ,Black Dreamville T-shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/37/776951/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA03BBALNAFAMZ,White And Light Blue Stripped Casual T-Shirt,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/05/566701/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA06GZ2INAFAMZ,Crew Neck Cotton Plain T-Shirt - 3 Pack Black,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/10/869642/1.jpg,Men's clothing,T-shirts,Short sleeves
